,delay,day,duration
5988,120,248,49440
5989,120,248,49920
5990,60,248,50580
5991,180,248,50160
5992,60,248,51360
5993,60,248,51840
5994,120,248,53160
5995,120,248,53880
5996,1140,248,57240
5997,1200,248,58620
5998,1260,248,59040
5999,1260,248,59700
6000,1200,248,60420
6001,1200,248,61140
6002,900,248,60180
6003,960,248,60600
6004,780,248,61320
6005,600,248,62100
6006,540,248,62820
6007,360,248,62040
6008,420,248,62520
6009,360,248,63180
6010,300,248,63840
6011,240,248,64560
6012,60,248,66180
6013,60,248,68280
6014,60,248,69000
6015,120,248,69780
6016,120,248,70500
6017,60,248,70980
6018,60,248,75900
6019,60,248,77280
6020,180,248,75360
6021,120,248,76620
6022,180,248,77100
6023,120,248,77760
6024,60,248,78480
6025,60,248,79200
6026,60,248,78180
6027,60,248,78660
6028,60,249,63900
6029,60,249,48240
6030,120,249,48900
6031,360,249,53820
6032,600,249,55020
6033,720,249,55500
6034,720,249,56100
6035,720,249,56820
6036,720,249,57540
6037,60,249,28680
6038,60,249,28320
6039,60,249,31860
6040,300,249,32280
6041,60,249,34020
6042,60,249,36060
6043,300,249,35040
6044,420,249,35460
6045,360,249,36120
6046,240,249,37440
6047,60,249,35940
6048,240,249,37080
6049,360,249,37500
6050,360,249,38220
6051,240,249,38940
6052,300,249,39660
6053,540,249,38580
6054,660,249,39000
6055,1020,249,39720
6056,1320,249,40920
6057,120,249,42180
6058,180,249,42660
6059,60,249,43380
6060,180,249,44580
6061,420,249,42960
6062,180,249,44160
6063,180,249,44700
6064,120,249,45420
6065,60,249,46080
6066,60,249,46260
6067,60,249,51840
6068,60,249,51840
6069,60,249,57120
6070,360,249,57780
6071,240,249,59100
6072,60,249,59040
6073,120,249,60600
6074,60,249,61320
6075,60,249,62520
6076,60,249,68340
6077,60,249,67620
6078,120,249,68280
6079,60,249,69000
6080,60,249,69840
6081,60,249,70500
6082,60,249,71520
6083,120,249,75240
6084,180,249,75900
6085,180,249,76560
6086,180,249,77280
6087,420,249,75360
6088,240,249,76620
6089,300,249,77100
6090,180,249,77760
6091,60,249,78480
6092,60,249,79200
6093,60,249,78660
6094,60,249,79320
6095,60,249,85740
6096,180,249,960
6097,240,249,1500
6098,120,249,2160
6099,120,250,46560
6100,60,250,48240
6101,60,250,48900
6102,60,250,24780
6103,60,250,25440
6104,60,250,26580
6105,120,250,27780
6106,180,250,28320
6107,120,250,28980
6108,60,250,31860
6109,180,250,32280
6110,60,250,35460
6111,180,250,37440
6112,180,250,38580
6113,300,250,39000
6114,120,250,39720
6115,180,250,40920
6116,180,250,42960
6117,60,250,44700
6118,60,250,46260
6119,60,250,46920
6120,60,250,49920
6121,60,250,53460
6122,120,250,54120
6123,60,250,57240
6124,120,250,59040
6125,120,250,59700
6126,60,250,60420
6127,60,250,61140
6128,60,250,60600
6129,60,250,62520
6130,180,250,63840
6131,180,250,64560
6132,60,250,66180
6133,60,250,68280
6134,60,250,69000
6135,60,250,69840
6136,120,250,70500
6137,60,250,75240
6138,360,250,75360
6139,60,250,76620
6140,120,250,77100
6141,60,250,78660
6142,60,250,79320
6143,120,250,80640
6144,120,250,84360
6145,120,250,85020
6146,60,250,85740
6147,60,250,1500
6148,60,250,2160
6149,60,251,65220
6150,60,251,65940
6151,180,251,46560
6152,120,251,48240
6153,60,251,48900
6154,60,251,50340
6155,60,251,55500
6156,60,251,56100
6157,120,251,23100
6158,60,251,24780
6159,120,251,26100
6160,240,251,26580
6161,120,251,27300
6162,120,251,27960
6163,120,251,28680
6164,60,251,27780
6165,120,251,28320
6166,60,251,28980
6167,60,251,31860
6168,60,251,39660
6169,60,251,39000
6170,900,251,40920
6171,60,251,42660
6172,60,251,42960
6173,120,251,46260
6174,60,251,46920
6175,60,251,49920
6176,120,251,50160
6177,360,251,57240
6178,120,251,59040
6179,60,251,59700
6180,120,251,60180
6181,240,251,60600
6182,120,251,61320
6183,180,251,62820
6184,60,251,67620
6185,240,251,68340
6186,180,251,67140
6187,300,251,67620
6188,240,251,68280
6189,240,251,69000
6190,180,251,69780
6191,540,251,69420
6192,780,251,69840
6193,780,251,70500
6194,720,251,71220
6195,780,251,71940
6196,60,251,70980
6197,180,251,71520
6198,120,251,72180
6199,60,251,74760
6200,120,251,75240
6201,60,251,75900
6202,60,251,75360
6203,60,251,76620
6204,120,251,77100
6205,60,251,77760
6206,120,251,78180
6207,180,251,78660
6208,180,251,79320
6209,60,251,80040
6210,120,251,80760
6211,60,251,78960
6212,120,251,80640
6213,60,251,81360
6214,60,251,82200
6215,360,251,82740
6216,540,251,83940
6217,660,251,84420
6218,600,251,85080
6219,480,251,240
6220,240,251,960
6221,300,251,1500
6222,540,251,2160
6223,240,251,3180
6224,240,251,3900
6225,420,252,65940
6226,60,252,55500
6227,60,252,56100
6228,420,252,25440
6229,420,252,26220
6230,360,252,26940
6231,60,252,24720
6232,60,252,26580
6233,120,252,28680
6234,60,252,27780
6235,60,252,28320
6236,60,252,31860
6237,120,252,32280
6238,180,252,37500
6239,120,252,38220
6240,60,252,38940
6241,60,252,39660
6242,660,252,38580
6243,960,252,39000
6244,1020,252,39720
6245,1140,252,40920
6246,180,252,42660
6247,60,252,43380
6248,60,252,44580
6249,60,252,44700
6250,60,252,46260
6251,60,252,50160
6252,240,252,54120
6253,60,252,55500
6254,60,252,57120
6255,120,252,57240
6256,300,252,60180
6257,480,252,60600
6258,300,252,61320
6259,120,252,62100
6260,120,252,62820
6261,60,252,62520
6262,60,252,67620
6263,1380,252,69840
6264,1380,252,70500
6265,1620,252,71220
6266,4320,252,71940
6267,2580,252,71520
6268,2700,252,72180
6269,2700,252,72960
6270,3360,252,73680
6271,1380,252,73500
6272,1320,252,74220
6273,1380,252,74880
6274,2100,252,75600
6275,60,252,75240
6276,60,252,75900
6277,60,252,76560
6278,960,252,77280
6279,60,252,75360
6280,600,252,79200
6281,60,252,78660
6282,480,252,80760
6283,60,252,78960
6284,60,252,80640
6285,60,252,84360
6286,60,252,85020
6287,900,252,960
6288,900,252,1500
6289,840,252,2160
6290,480,252,3180
6291,540,252,3900
6292,60,253,26640
6293,300,253,27300
6294,120,253,28020
6295,120,253,28740
6296,120,253,28560
6297,60,253,30240
6298,180,253,35760
6299,120,253,36960
6300,180,253,37440
6301,120,253,38100
6302,60,253,38820
6303,120,253,39540
6304,60,253,41040
6305,120,253,43140
6306,60,253,44640
6307,60,253,46560
6308,60,253,50160
6309,60,253,55440
6310,60,253,57360
6311,60,253,58560
6312,60,253,59040
6313,60,253,62640
6314,60,253,69840
6315,60,253,73440
6316,120,253,74100
6317,60,253,75540
6318,120,253,75360
6319,60,253,77040
6320,60,253,77760
6321,60,253,78480
6322,180,253,79140
6323,60,253,78960
6324,60,253,28260
6325,60,253,30120
6326,120,253,31380
6327,180,253,31860
6328,120,253,32520
6329,60,253,39060
6330,120,253,40920
6331,120,253,46260
6332,300,253,46920
6333,360,253,48120
6334,180,253,49860
6335,120,253,50520
6336,60,253,51900
6337,120,253,55380
6338,60,253,57060
6339,60,253,58920
6340,60,253,60660
6341,60,253,61980
6342,60,253,62700
6343,60,253,64260
6344,240,253,64920
6345,300,253,66120
6346,60,253,67860
6347,60,253,69720
6348,60,253,71460
6349,240,253,74580
6350,420,253,75060
6351,420,253,75720
6352,540,253,76920
6353,60,253,1500
6354,60,255,65940
6355,60,255,53820
6356,60,255,55500
6357,60,255,56100
6358,60,255,57540
6359,60,255,23100
6360,60,255,24780
6361,60,255,25440
6362,60,255,26580
6363,60,255,27960
6364,60,255,28680
6365,60,255,28320
6366,60,255,29880
6367,120,255,30600
6368,60,255,30420
6369,60,255,32580
6370,60,255,35460
6371,300,255,36120
6372,240,255,37440
6373,60,255,37500
6374,120,255,38220
6375,60,255,38940
6376,60,255,39660
6377,120,255,39000
6378,120,255,40920
6379,180,255,41880
6380,60,255,42600
6381,60,255,43320
6382,300,255,44580
6383,60,255,44700
6384,60,255,46260
6385,60,255,49920
6386,60,255,51840
6387,120,255,56580
6388,120,255,57120
6389,60,255,57780
6390,60,255,57240
6391,60,255,59040
6392,60,255,67140
6393,180,255,67620
6394,180,255,68280
6395,120,255,69000
6396,240,255,69780
6397,60,255,69840
6398,240,255,70500
6399,120,255,71220
6400,180,255,71940
6401,60,255,71520
6402,120,255,72180
6403,120,255,72960
6404,240,255,73680
6405,240,255,75600
6406,60,255,75240
6407,60,255,75900
6408,60,255,76560
6409,60,255,77280
6410,840,255,75360
6411,540,255,76620
6412,600,255,77100
6413,480,255,77760
6414,360,255,78480
6415,360,255,79200
6416,60,255,960
6417,60,255,1500
6418,420,256,65940
6419,60,256,48240
6420,60,256,53820
6421,60,256,55500
6422,180,256,56820
6423,120,256,57540
6424,60,256,24780
6425,60,256,25440
6426,60,256,26940
6427,60,256,27960
6428,180,256,28680
6429,60,256,27780
6430,60,256,28320
6431,60,256,31860
6432,120,256,33840
6433,60,256,35400
6434,120,256,36060
6435,120,256,35460
6436,180,256,36120
6437,240,256,37440
6438,60,256,35940
6439,60,256,37500
6440,120,256,39000
6441,60,256,39720
6442,180,256,40920
6443,300,256,42960
6444,180,256,44160
6445,180,256,44700
6446,420,256,45420
6447,420,256,46080
6448,480,256,46800
6449,60,256,49920
6450,60,256,51840
6451,120,256,57240
6452,60,256,59040
6453,60,256,60180
6454,240,256,60600
6455,180,256,61320
6456,60,256,62100
6457,60,256,62820
6458,60,256,62520
6459,60,256,63180
6460,240,256,63840
6461,540,256,64560
6462,300,256,68340
6463,60,256,67620
6464,720,256,69780
6465,60,256,69840
6466,60,256,70500
6467,480,256,71940
6468,60,256,71520
6469,420,256,73680
6470,300,256,75600
6471,360,256,77280
6472,60,256,77100
6473,900,256,79200
6474,660,256,80760
6475,180,256,78960
6476,60,256,80160
6477,180,256,80640
6478,120,256,81360
6479,360,256,82980
6480,120,256,84360
6481,60,256,85020
6482,180,256,240
6483,240,256,960
6484,300,256,1500
6485,540,256,2160
6486,180,256,3180
6487,180,256,3900
6488,180,257,63900
6489,180,257,64560
6490,120,257,65220
6491,120,257,65940
6492,300,257,53820
6493,480,257,55020
6494,840,257,55500
6495,1200,257,56100
6496,1140,257,56820
6497,1140,257,57540
6498,60,257,23100
6499,60,257,24780
6500,60,257,25440
6501,120,257,24720
6502,60,257,26580
6503,60,257,32520
6504,60,257,33840
6505,120,257,35460
6506,60,257,36120
6507,60,257,37440
6508,120,257,37500
6509,120,257,39000
6510,120,257,40920
6511,60,257,41220
6512,120,257,41880
6513,120,257,42600
6514,120,257,43320
6515,60,257,42660
6516,60,257,44580
6517,60,257,44700
6518,60,257,46260
6519,60,257,49920
6520,60,257,50580
6521,120,257,57780
6522,120,257,59100
6523,60,257,59040
6524,60,257,60420
6525,60,257,61140
6526,60,257,60600
6527,120,257,61320
6528,60,257,62520
6529,540,257,69000
6530,600,257,69780
6531,540,257,69420
6532,660,257,69840
6533,600,257,70500
6534,480,257,71220
6535,540,257,71940
6536,720,257,70980
6537,720,257,71520
6538,720,257,72180
6539,540,257,72960
6540,480,257,73680
6541,360,257,72960
6542,360,257,73500
6543,240,257,74220
6544,120,257,74880
6545,120,257,75600
6546,540,257,74760
6547,660,257,75240
6548,600,257,75900
6549,600,257,76560
6550,660,257,77280
6551,1200,257,75360
6552,1260,257,76620
6553,1320,257,77100
6554,1680,257,77760
6555,1560,257,78480
6556,1740,257,79200
6557,660,257,78180
6558,780,257,78660
6559,720,257,79320
6560,600,257,80040
6561,540,257,80760
6562,720,257,78960
6563,780,257,80160
6564,840,257,80640
6565,720,257,81360
6566,480,257,82200
6567,420,257,82980
6568,120,257,82740
6569,360,257,83880
6570,420,257,84360
6571,360,257,85020
6572,300,257,85740
6573,120,257,240
6574,180,257,960
6575,180,257,1500
6576,120,257,2160
6577,120,258,6840
6578,60,258,8160
6579,60,258,8880
6580,60,258,4680
6581,60,258,48900
6582,120,258,24720
6583,60,258,26580
6584,120,258,29880
6585,180,258,30600
6586,60,258,30420
6587,60,258,31860
6588,60,258,32520
6589,60,258,34680
6590,60,258,35460
6591,60,258,37440
6592,60,258,37500
6593,120,258,39000
6594,60,258,44700
6595,60,258,49920
6596,60,258,50580
6597,60,258,51840
6598,60,258,52500
6599,60,258,54120
6600,60,258,57240
6601,360,258,960
6602,720,259,49620
6603,660,259,50340
6604,240,259,67620
6605,180,259,68340
6606,60,259,71220
6607,120,259,71940
6608,120,259,74880
6609,120,259,75600
6610,60,259,82200
6611,1020,259,240
6612,60,260,26160
6613,120,260,26640
6614,60,260,27300
6615,540,260,28020
6616,660,260,28740
6617,60,260,33840
6618,60,260,37440
6619,60,260,38100
6620,60,260,46560
6621,60,260,48240
6622,120,260,48900
6623,60,260,49620
6624,60,260,50340
6625,360,260,50160
6626,240,260,51360
6627,300,260,51840
6628,180,260,52500
6629,60,260,53220
6630,60,260,53940
6631,120,260,53760
6632,60,260,55440
6633,180,260,56100
6634,120,260,56820
6635,120,260,57540
6636,60,260,59040
6637,60,260,62640
6638,60,260,63300
6639,60,260,64020
6640,120,260,68160
6641,60,260,69840
6642,120,260,70500
6643,120,260,71220
6644,60,260,71940
6645,60,260,71760
6646,60,260,73440
6647,60,260,74100
6648,180,260,75360
6649,120,260,77040
6650,60,260,80640
6651,60,260,84240
6652,60,260,28260
6653,60,260,28920
6654,120,260,30120
6655,60,260,31860
6656,180,260,32520
6657,180,260,33240
6658,300,260,33840
6659,60,260,37320
6660,180,260,38580
6661,180,260,39060
6662,240,260,39720
6663,240,260,40920
6664,60,260,42660
6665,60,260,46260
6666,60,260,46920
6667,180,260,48120
6668,240,260,49380
6669,240,260,49860
6670,240,260,50520
6671,120,260,51900
6672,420,260,53040
6673,420,260,53520
6674,540,260,54180
6675,600,260,55380
6676,60,260,57720
6677,120,260,58920
6678,60,260,61320
6679,60,260,61980
6680,180,260,62700
6681,120,260,64920
6682,180,260,66120
6683,60,260,68520
6684,120,260,69720
6685,240,260,70980
6686,360,260,71460
6687,480,260,72120
6688,540,260,73440
6689,120,260,960
6690,120,260,1500
6691,60,260,2160
6692,60,260,3600
6693,60,261,40860
6694,120,261,42240
6695,60,261,42960
6696,180,261,33600
6697,60,261,34320
6698,480,261,34980
6699,480,261,35700
6700,60,261,37260
6701,60,261,44460
6702,60,261,48060
6703,60,261,55260
6704,60,261,58380
6705,180,261,58860
6706,180,261,59520
6707,60,261,60240
6708,60,261,60960
6709,60,261,61980
6710,180,261,62460
6711,180,261,63120
6712,60,261,63840
6713,60,261,64560
6714,120,261,70800
6715,300,261,71280
6716,240,261,71940
6717,300,261,72600
6718,300,261,73320
6719,60,261,76860
6720,120,261,77520
6721,60,261,78240
6722,120,261,78960
6723,60,261,80460
6724,60,261,81120
6725,60,261,1260
6726,300,262,63900
6727,240,262,64560
6728,180,262,65220
6729,180,262,65940
6730,60,262,24780
6731,60,262,26580
6732,60,262,27780
6733,60,262,28320
6734,60,262,28980
6735,60,262,31860
6736,60,262,35460
6737,60,262,36120
6738,60,262,39000
6739,60,262,41220
6740,60,262,42660
6741,120,262,42960
6742,60,262,44700
6743,60,262,49920
6744,60,262,51840
6745,60,262,52500
6746,60,262,53160
6747,60,262,53880
6748,60,262,59100
6749,120,262,60600
6750,60,262,61320
6751,60,262,67620
6752,60,262,71520
6753,60,262,75240
6754,60,262,77100
6755,300,262,80640
6756,180,262,81360
6757,60,262,82200
6758,60,262,84360
6759,60,262,85740
6760,120,262,960
6761,180,262,1500
6762,120,262,2160
6763,60,263,63900
6764,60,263,65220
6765,60,263,65940
6766,120,263,46560
6767,60,263,48240
6768,180,263,48900
6769,180,263,49620
6770,180,263,50340
6771,180,263,53820
6772,180,263,55020
6773,240,263,55500
6774,780,263,56100
6775,660,263,56820
6776,660,263,57540
6777,60,263,24780
6778,300,263,24720
6779,180,263,25320
6780,60,263,26100
6781,120,263,26580
6782,60,263,27300
6783,60,263,27960
6784,60,263,28680
6785,600,263,27780
6786,600,263,28320
6787,540,263,28980
6788,300,263,29880
6789,300,263,30600
6790,60,263,33840
6791,180,263,36120
6792,60,263,37440
6793,60,263,37500
6794,180,263,39000
6795,480,263,39720
6796,540,263,40920
6797,60,263,42660
6798,60,263,46260
6799,60,263,49920
6800,60,263,60600
6801,60,263,62520
6802,60,263,63180
6803,60,263,63840
6804,60,263,64560
6805,360,263,66180
6806,300,263,66840
6807,180,263,67620
6808,180,263,68340
6809,60,263,67620
6810,60,263,68280
6811,60,263,69000
6812,120,263,70500
6813,60,263,75240
6814,120,263,75900
6815,60,263,76560
6816,60,263,77280
6817,240,263,75360
6818,60,263,76620
6819,120,263,77100
6820,60,263,78660
6821,360,263,78960
6822,420,263,80160
6823,660,263,80640
6824,1020,263,81360
6825,780,263,82200
6826,780,263,82980
6827,60,263,83880
6828,120,263,84360
6829,60,263,85020
6830,240,264,46560
6831,60,264,47760
6832,120,264,48240
6833,60,264,48900
6834,60,264,49620
6835,120,264,50340
6836,60,264,55500
6837,60,264,56100
6838,60,264,78480
6839,840,264,79740
6840,2760,264,80880
6841,2940,264,81360
6842,2880,264,82020
6843,2880,264,82740
6844,600,264,25440
6845,360,264,26220
6846,300,264,26940
6847,60,264,28680
6848,120,264,27780
6849,180,264,28320
6850,120,264,28980
6851,120,264,31320
6852,120,264,31860
6853,60,264,32520
6854,60,264,34020
6855,60,264,35460
6856,120,264,36120
6857,60,264,37440
6858,60,264,39000
6859,180,264,39720
6860,360,264,40920
6861,60,264,41880
6862,60,264,44580
6863,300,264,45420
6864,240,264,46080
6865,240,264,46800
6866,60,264,45780
6867,180,264,46260
6868,120,264,46920
6869,60,264,50160
6870,60,264,61140
6871,120,264,60600
6872,240,264,61320
6873,120,264,62100
6874,180,264,62820
6875,60,264,62520
6876,60,264,68340
6877,60,264,67620
6878,120,264,68280
6879,240,264,69000
6880,300,264,69780
6881,300,264,70500
6882,240,264,71220
6883,600,264,71940
6884,120,264,71520
6885,60,264,72180
6886,60,264,72960
6887,180,264,73680
6888,6960,264,74760
6889,7020,264,75240
6890,7260,264,75900
6891,7260,264,76560
6892,7260,264,77280
6893,720,264,82740
6894,1320,264,83880
6895,1440,264,84360
6896,1320,264,240
6897,1620,264,960
6898,1680,264,1500
6899,1620,264,2160
6900,1200,264,3180
6901,1140,264,3900
6902,60,265,63900
6903,120,265,64560
6904,120,265,65220
6905,120,265,65940
6906,120,265,46560
6907,60,265,48240
6908,60,265,55500
6909,60,265,56100
6910,60,265,56820
6911,60,265,57540
6912,60,265,24300
6913,300,265,24780
6914,840,265,25440
6915,900,265,26220
6916,900,265,26940
6917,60,265,26580
6918,120,265,27960
6919,180,265,28680
6920,60,265,27780
6921,60,265,28320
6922,60,265,31860
6923,240,265,32280
6924,60,265,36120
6925,60,265,37440
6926,300,265,38220
6927,480,265,38940
6928,480,265,39660
6929,60,265,39000
6930,120,265,39720
6931,180,265,40920
6932,300,265,40740
6933,900,265,41220
6934,960,265,41880
6935,960,265,42600
6936,960,265,43320
6937,60,265,42660
6938,720,265,43380
6939,720,265,44580
6940,120,265,48300
6941,60,265,49920
6942,60,265,50580
6943,300,265,50160
6944,60,265,51360
6945,120,265,51840
6946,60,265,53460
6947,360,265,54120
6948,300,265,55500
6949,60,265,57120
6950,60,265,59040
6951,1800,265,60420
6952,1740,265,61140
6953,240,265,61320
6954,300,265,62100
6955,360,265,62820
6956,540,265,62520
6957,480,265,63180
6958,480,265,63840
6959,480,265,64560
6960,60,265,67620
6961,120,265,70500
6962,120,265,70980
6963,180,265,71520
6964,180,265,72180
6965,120,265,72960
6966,120,265,73680
6967,360,265,75360
6968,180,265,76620
6969,240,265,77100
6970,120,265,77760
6971,60,265,78180
6972,120,265,78660
6973,60,265,78960
6974,60,265,80640
6975,60,265,84360
6976,60,265,85020
6977,60,265,240
6978,120,265,960
6979,120,265,1500
6980,600,265,2160
6981,360,265,3180
6982,360,265,3900
6983,960,266,63900
6984,120,266,23100
6985,240,266,24300
6986,540,266,24780
6987,960,266,25440
6988,840,266,26220
6989,840,266,26940
6990,60,266,24720
6991,120,266,28680
6992,180,266,31140
6993,120,266,31860
6994,120,266,32580
6995,60,266,33840
6996,60,266,34020
6997,120,266,34680
6998,60,266,35400
6999,120,266,36060
7000,60,266,35460
7001,300,266,37440
7002,120,266,39000
7003,60,266,39720
7004,120,266,40920
7005,60,266,42960
7006,60,266,44700
7007,60,266,46080
7008,60,266,46800
7009,120,266,46260
7010,60,266,46920
7011,120,266,54120
7012,60,266,59040
7013,180,266,61140
7014,120,266,60600
7015,60,266,61320
7016,60,266,62520
7017,1020,266,66180
7018,1260,266,66840
7019,2640,266,67620
7020,2640,266,68340
7021,2220,266,67620
7022,2160,266,68280
7023,2100,266,69000
7024,2040,266,69780
7025,300,266,69840
7026,300,266,70500
7027,840,266,71220
7028,960,266,71940
7029,480,266,74760
7030,960,266,75240
7031,1260,266,75900
7032,1320,266,76560
7033,1320,266,77280
7034,120,266,78660
7035,180,266,79320
7036,120,266,80040
7037,120,266,80760
7038,60,266,78960
7039,60,266,80640
7040,60,266,84360
7041,60,269,63900
7042,120,269,46560
7043,60,269,48240
7044,60,269,55020
7045,120,269,55500
7046,120,269,56100
7047,60,269,56820
7048,60,269,57540
7049,120,269,24780
7050,120,269,25440
7051,120,269,24720
7052,60,269,25320
7053,120,269,26580
7054,180,269,27300
7055,240,269,27960
7056,300,269,28680
7057,120,269,27780
7058,180,269,28320
7059,180,269,28980
7060,60,269,29880
7061,60,269,30600
7062,120,269,32280
7063,60,269,35460
7064,120,269,36120
7065,60,269,37440
7066,120,269,37500
7067,60,269,38220
7068,60,269,38940
7069,60,269,39660
7070,60,269,39000
7071,60,269,39720
7072,120,269,40920
7073,60,269,41220
7074,120,269,42660
7075,60,269,44700
7076,60,269,46260
7077,120,269,46920
7078,60,269,49920
7079,120,269,50580
7080,60,269,54120
7081,120,269,55500
7082,60,269,59040
7083,60,269,60600
7084,60,269,62520
7085,60,269,63840
7086,60,269,64560
7087,60,269,67620
7088,180,269,68280
7089,120,269,69000
7090,120,269,69780
7091,60,269,69840
7092,180,269,70500
7093,120,269,71220
7094,180,269,71940
7095,60,269,71520
7096,60,269,72180
7097,120,269,72960
7098,180,269,73680
7099,120,269,75240
7100,60,269,75900
7101,60,269,76560
7102,60,269,77280
7103,180,269,75360
7104,120,269,77100
7105,60,269,78660
7106,60,269,79320
7107,240,269,78960
7108,60,269,80640
7109,60,269,84360
7110,60,269,85020
7111,60,270,63900
7112,180,270,48240
7113,120,270,48900
7114,60,270,49620
7115,60,270,53820
7116,120,270,55500
7117,120,270,56100
7118,60,270,56820
7119,60,270,57540
7120,60,270,24780
7121,60,270,25440
7122,180,270,24720
7123,60,270,25320
7124,60,270,26580
7125,60,270,28320
7126,60,270,29880
7127,60,270,30600
7128,60,270,31860
7129,60,270,34020
7130,60,270,36060
7131,60,270,37500
7132,60,270,39000
7133,120,270,39720
7134,120,270,40920
7135,60,270,39600
7136,240,270,41880
7137,120,270,42600
7138,120,270,43320
7139,120,270,42960
7140,60,270,44700
7141,240,270,45420
7142,240,270,46080
7143,300,270,46800
7144,300,270,46260
7145,240,270,46920
7146,60,270,48300
7147,180,270,49920
7148,120,270,50580
7149,60,270,51840
7150,60,270,51840
7151,180,270,52980
7152,240,270,53460
7153,180,270,54120
7154,480,270,55500
7155,60,270,57120
7156,60,270,57780
7157,120,270,59040
7158,60,270,60600
7159,60,270,67620
7160,60,270,69840
7161,60,270,70500
7162,120,270,75360
7163,60,270,77100
7164,60,270,78660
7165,60,270,80640
7166,60,270,84360
7167,180,271,63900
7168,120,271,64560
7169,60,271,65220
7170,180,271,65940
7171,60,271,48900
7172,180,271,55020
7173,300,271,55500
7174,300,271,56100
7175,240,271,56820
7176,300,271,57540
7177,60,271,24780
7178,120,271,25440
7179,420,271,26220
7180,540,271,26940
7181,60,271,26580
7182,300,271,27960
7183,300,271,28680
7184,60,271,28320
7185,60,271,28980
7186,2880,271,29880
7187,3000,271,30600
7188,1320,271,31140
7189,1980,271,31860
7190,2040,271,32580
7191,120,271,31320
7192,360,271,31860
7193,480,271,32520
7194,1200,271,33840
7195,240,271,32280
7196,60,271,35400
7197,180,271,36060
7198,120,271,37440
7199,1560,271,35940
7200,1620,271,37080
7201,1740,271,37500
7202,1620,271,38220
7203,1500,271,38940
7204,1500,271,39660
7205,1140,271,38580
7206,1320,271,39000
7207,1260,271,39720
7208,1800,271,40920
7209,1500,271,39600
7210,1320,271,40740
7211,1380,271,41220
7212,1320,271,41880
7213,1320,271,42600
7214,1380,271,43320
7215,120,271,42180
7216,240,271,42660
7217,120,271,43380
7218,480,271,44580
7219,60,271,44700
7220,60,271,46800
7221,60,271,46260
7222,60,271,49920
7223,180,271,50160
7224,660,271,51360
7225,720,271,51840
7226,600,271,52500
7227,600,271,53160
7228,600,271,53880
7229,420,271,52980
7230,420,271,53460
7231,300,271,54120
7232,240,271,55500
7233,60,271,60600
7234,180,271,62520
7235,120,271,63180
7236,180,271,63840
7237,240,271,64560
7238,60,271,67620
7239,120,271,68280
7240,120,271,69000
7241,60,271,69780
7242,60,271,71520
7243,60,271,72180
7244,60,271,75240
7245,120,271,78660
7246,60,271,79320
7247,60,272,48240
7248,60,272,55500
7249,120,272,56100
7250,60,272,56820
7251,120,272,57540
7252,60,272,24780
7253,60,272,26580
7254,60,272,31860
7255,60,272,36060
7256,60,272,37440
7257,60,272,37500
7258,60,272,39660
7259,120,272,39000
7260,120,272,39720
7261,180,272,40920
7262,60,272,41220
7263,60,272,42960
7264,60,272,44700
7265,60,272,46800
7266,60,272,46260
7267,60,272,46920
7268,60,272,49920
7269,60,272,50580
7270,120,272,51840
7271,60,272,50160
7272,60,272,68280
7273,180,272,69000
7274,300,272,69780
7275,60,272,71520
7276,60,272,75240
7277,120,272,75360
7278,60,272,78660
7279,60,272,78960
7280,60,272,80640
7281,120,272,1500
7282,180,272,2160
7283,180,275,420
7284,60,275,1140
7285,60,275,1800
7286,60,275,2520
7287,2760,275,420
7288,2640,275,1140
7289,2580,275,1800
7290,2640,275,2520
7291,240,275,11280
7292,360,275,11940
7293,300,275,12660
7294,360,275,13380
7295,60,275,14880
7296,180,275,22080
7297,120,275,22740
7298,60,275,29280
7299,60,275,32880
7300,120,275,36480
7301,60,275,37140
7302,60,275,37680
7303,120,275,38160
7304,60,275,38820
7305,60,275,40080
7306,60,275,43680
7307,120,275,420
7308,60,276,63060
7309,60,276,45720
7310,60,276,55260
7311,60,276,23940
7312,60,276,24600
7313,60,276,25740
7314,60,276,26940
7315,120,276,27480
7316,60,276,28140
7317,60,276,29580
7318,120,276,30300
7319,60,276,31020
7320,60,276,31740
7321,60,276,31680
7322,120,276,33000
7323,60,276,33180
7324,120,276,34200
7325,240,276,34620
7326,120,276,35280
7327,60,276,36660
7328,120,276,38160
7329,120,276,38880
7330,180,276,40080
7331,60,276,41820
7332,60,276,49080
7333,60,276,59760
7334,60,276,61680
7335,120,276,65340
7336,60,276,66000
7337,120,276,66300
7338,240,276,66780
7339,240,276,67440
7340,240,276,68160
7341,180,276,68940
7342,180,276,69000
7343,360,276,69660
7344,240,276,70380
7345,240,276,71100
7346,60,276,70680
7347,60,276,74400
7348,60,276,74520
7349,120,276,1140
7350,60,276,1800
7351,60,277,46200
7352,60,277,55140
7353,60,277,55740
7354,60,277,22740
7355,60,277,24420
7356,60,277,26220
7357,60,277,27420
7358,120,277,27960
7359,60,277,28620
7360,180,277,30960
7361,180,277,31500
7362,120,277,32160
7363,60,277,37140
7364,60,277,38580
7365,60,277,38640
7366,60,277,39240
7367,60,277,44340
7368,60,277,49560
7369,60,277,51480
7370,60,277,56760
7371,60,277,57420
7372,60,277,58680
7373,120,277,60240
7374,180,277,60960
7375,60,277,61740
7376,60,277,62460
7377,60,277,62160
7378,120,277,67260
7379,240,277,67920
