,delay,day,duration
2815,60,137,55440
2816,180,137,59040
2817,240,137,61080
2818,60,137,62760
2819,180,137,64500
2820,840,137,66120
2821,960,137,66780
2822,780,137,67560
2823,1140,137,68280
2824,60,137,68220
2825,60,137,68940
2826,240,137,69720
2827,360,137,71880
2828,120,137,73620
2829,120,137,75540
2830,600,137,74700
2831,600,137,75180
2832,540,137,75840
2833,480,137,76500
2834,780,137,77220
2835,660,137,75300
2836,960,137,76560
2837,960,137,77040
2838,960,137,77700
2839,900,137,78420
2840,1140,137,79140
2841,60,137,79260
2842,120,137,80700
2843,240,137,82920
2844,60,137,2100
2845,180,137,3840
2846,120,138,50280
2847,180,138,57480
2848,180,138,26880
2849,60,138,28620
2850,180,138,27720
2851,120,138,28260
2852,180,138,28920
2853,240,138,29820
2854,360,138,30540
2855,120,138,32520
2856,180,138,33780
2857,180,138,36000
2858,300,138,37380
2859,60,138,39600
2860,240,138,38580
2861,240,138,39000
2862,120,138,39720
2863,420,138,40920
2864,180,138,43260
2865,180,138,44520
2866,120,138,46740
2867,120,138,51780
2868,240,138,53820
2869,60,138,54060
2870,120,138,55440
2871,60,138,61260
2872,60,138,63780
2873,60,138,64500
2874,60,138,68220
2875,120,138,69720
2876,180,138,70920
2877,180,138,71460
2878,120,138,72120
2879,60,138,74700
2880,60,138,75180
2881,300,138,75300
2882,60,138,76560
2883,60,138,78900
2884,60,138,82680
2885,240,138,83820
2886,240,138,84300
2887,420,138,84960
2888,360,138,85680
2889,120,138,180
2890,360,138,900
2891,360,138,1440
2892,420,138,2100
2893,60,138,3120
2894,60,138,3840
2895,60,139,50280
2896,60,139,28620
2897,120,139,29880
2898,60,139,30360
2899,60,139,35400
2900,120,139,36060
2901,120,139,37380
2902,180,139,61080
2903,60,139,70440
2904,600,139,74700
2905,600,139,75180
2906,780,139,75840
2907,780,139,76500
2908,780,139,77220
2909,1740,139,75300
2910,1680,139,76560
2911,1680,139,77040
2912,1740,139,77700
2913,1620,139,78420
2914,1620,139,79140
2915,3120,139,78120
2916,3120,139,78600
2917,3060,139,79260
2918,3000,139,79980
2919,3000,139,80700
2920,1740,139,78900
2921,2580,139,80100
2922,2700,139,80580
2923,2700,139,81300
2924,2520,139,82140
2925,2520,139,82920
2926,540,139,83820
2927,600,139,84300
2928,600,139,84960
2929,540,139,180
2930,1140,139,900
2931,1080,139,1440
2932,1020,139,2100
2933,720,139,3120
2934,720,139,3840
2935,60,140,27720
2936,60,140,36000
2937,300,140,36060
2938,240,140,37380
2939,60,140,37440
2940,120,140,38880
2941,120,140,39600
2942,60,140,39000
2943,60,140,39720
2944,120,140,40920
2945,360,140,45360
2946,360,140,46020
2947,420,140,46740
2948,60,140,57180
2949,60,140,70440
2950,120,140,74820
2951,60,140,75540
2952,60,140,74700
2953,60,140,75180
2954,60,140,78120
2955,60,141,42420
2956,180,141,43080
2957,360,141,68280
2958,120,141,71700
2959,60,141,51900
2960,180,141,55380
2961,60,141,57720
2962,60,141,58920
2963,120,142,46560
2964,600,142,72780
2965,660,142,73260
2966,600,142,73920
2967,480,142,74640
2968,420,142,75360
2969,240,143,36120
2970,240,143,37440
2971,60,143,40920
2972,60,143,41880
2973,60,143,42960
2974,60,143,44700
2975,60,143,45420
2976,120,143,46080
2977,240,143,46800
2978,180,143,46920
2979,180,143,48300
2980,120,143,54120
2981,180,143,63840
2982,180,143,64560
2983,60,143,79320
2984,60,144,55020
2985,60,144,55500
2986,60,144,56100
2987,240,144,28980
2988,300,144,37080
2989,360,144,37500
2990,300,144,38220
2991,300,144,38940
2992,300,144,39660
2993,120,144,38580
2994,180,144,39000
2995,120,144,39720
2996,180,144,40920
2997,240,144,39600
2998,60,144,40740
2999,60,144,44580
3000,60,144,57120
3001,60,144,57780
3002,180,144,57240
3003,180,144,66180
3004,120,144,66840
3005,60,144,68340
3006,240,144,69420
3007,300,144,69840
3008,300,144,70500
3009,240,144,71220
3010,240,144,71940
3011,120,144,76620
3012,120,144,77100
3013,60,144,77760
3014,120,145,46560
3015,120,145,56100
3016,60,145,56820
3017,60,145,27780
3018,60,145,36060
3019,240,145,38580
3020,240,145,39000
3021,180,145,39720
3022,180,145,40920
3023,120,145,44580
3024,360,145,44160
3025,240,145,44700
3026,180,145,45420
3027,120,145,46080
3028,120,145,46800
3029,60,145,72960
3030,60,145,74760
3031,120,145,75240
3032,60,145,75360
3033,60,146,24300
3034,60,146,27960
3035,60,146,28680
3036,60,146,35460
3037,60,146,36120
3038,60,146,37440
3039,60,146,69780
3040,120,146,70500
3041,60,146,71220
3042,240,146,74760
3043,240,146,75240
3044,180,146,75900
3045,180,146,76560
3046,180,146,77280
3047,420,146,75360
3048,120,146,76620
3049,120,146,77100
3050,60,146,77760
3051,120,147,25440
3052,60,147,26220
3053,60,147,26940
3054,420,147,27960
3055,540,147,28680
3056,180,147,37440
3057,60,147,40920
3058,60,147,54120
3059,60,147,54840
3060,120,147,55500
3061,60,147,59100
3062,60,147,60420
3063,120,147,64560
3064,240,147,69840
3065,180,147,70500
3066,180,147,71220
3067,180,147,71940
3068,60,147,73680
3069,60,147,75600
3070,60,147,74760
3071,60,147,75240
3072,120,147,75900
3073,120,147,76560
3074,120,147,77280
3075,60,147,75360
3076,120,148,28560
3077,180,148,29760
3078,120,148,30240
3079,300,148,30900
3080,180,148,31620
3081,120,148,32340
3082,420,148,32160
3083,660,148,33360
3084,660,148,33840
3085,600,148,34560
3086,600,148,35280
3087,660,148,35940
3088,300,148,40560
3089,300,148,41040
3090,240,148,41760
3091,180,148,42480
3092,300,148,43140
3093,120,148,47760
3094,120,148,48240
3095,60,148,48900
3096,240,148,82020
3097,240,148,82740
3098,300,148,42180
3099,300,148,42660
3100,180,148,43380
3101,60,148,44760
3102,60,148,50520
3103,60,148,51900
3104,60,148,76920
3105,60,150,55500
3106,60,150,56100
3107,120,150,56820
3108,120,150,57540
3109,420,150,23100
3110,300,150,24300
3111,300,150,24780
3112,240,150,25440
3113,60,150,26220
3114,60,150,26940
3115,420,150,36120
3116,360,150,37440
3117,660,150,35940
3118,540,150,37080
3119,660,150,37500
3120,540,150,38220
3121,540,150,38940
3122,540,150,39660
3123,60,150,39000
3124,240,150,42960
3125,60,150,44160
3126,60,150,46800
3127,120,150,53880
3128,60,150,60600
3129,120,150,74760
3130,120,150,75240
3131,60,150,75900
3132,60,150,77280
3133,60,150,78960
3134,180,150,82740
3135,120,150,83880
3136,540,150,84360
3137,600,150,85020
3138,360,150,240
3139,60,151,65940
3140,60,151,23100
3141,120,151,24720
3142,540,151,28680
3143,60,151,32520
3144,60,151,39000
3145,60,151,46800
3146,720,151,46260
3147,660,151,46920
3148,480,151,48300
3149,360,151,51840
3150,900,151,50160
3151,1260,151,51360
3152,1260,151,51840
3153,1200,151,52500
3154,1260,151,53160
3155,1320,151,53880
3156,60,151,52980
3157,360,151,53460
3158,540,151,54120
3159,300,151,55500
3160,60,151,75360
3161,180,152,7140
3162,300,152,8340
3163,420,152,8820
3164,480,152,9420
3165,480,152,10140
3166,540,152,10860
3167,60,152,15780
3168,60,152,22200
3169,60,152,23580
3170,120,152,29940
3171,120,152,30660
3172,240,152,29760
3173,240,152,30240
3174,180,152,30900
3175,60,152,32280
3176,420,152,51540
3177,360,152,52020
3178,300,152,52680
3179,240,152,53340
3180,240,152,54060
3181,1020,152,52140
3182,1020,152,53400
3183,1020,152,53880
3184,1080,152,54540
3185,960,152,55260
3186,960,152,55980
3187,60,152,54960
3188,60,152,55440
3189,120,152,57420
3190,60,152,58140
3191,120,152,60660
3192,120,152,61140
3193,60,152,61800
3194,60,152,1800
3195,180,153,600
3196,180,153,1140
3197,120,153,1800
3198,180,153,41520
3199,120,153,42240
3200,120,153,42960
3201,120,153,50220
3202,180,153,67800
3203,720,153,69000
3204,660,153,69480
3205,540,153,70140
3206,540,153,70860
3207,480,153,71580
3208,180,153,28560
3209,120,153,35400
3210,60,153,36600
3211,60,153,37080
3212,180,153,37740
3213,120,153,38460
3214,120,153,39180
3215,60,153,42600
3216,60,153,46560
3217,120,153,53580
3218,60,153,53400
3219,60,153,55080
3220,60,153,55740
3221,60,153,57180
3222,60,153,60960
3223,60,153,61620
3224,60,153,62340
3225,60,153,64560
3226,60,153,65760
3227,60,153,65880
3228,180,153,66540
3229,60,153,67260
3230,60,153,67980
3231,60,153,69360
3232,120,153,70620
3233,120,153,71100
3234,60,153,71760
3235,60,154,39060
3236,240,154,41880
3237,180,154,42600
3238,180,154,43320
3239,120,154,77040
3240,120,154,28920
3241,180,154,56580
3242,180,154,57060
3243,180,154,57720
3244,60,155,42960
3245,120,155,46560
3246,60,155,58560
3247,60,155,59040
3248,60,155,30120
3249,60,155,50520
3250,120,155,51900
3251,60,155,60180
3252,60,155,60660
3253,60,155,66120
3254,420,155,74580
3255,420,155,75060
3256,360,155,75720
3257,300,155,76920
3258,120,156,41640
3259,60,156,42300
3260,120,156,43020
3261,120,156,33120
3262,60,156,33600
3263,60,156,77520
3264,60,156,78240
3265,120,156,78960
3266,120,156,780
3267,60,156,1260
3268,180,157,47760
3269,120,157,48240
3270,60,157,48900
3271,60,157,50340
3272,300,157,31320
3273,240,157,31860
3274,360,157,32520
3275,240,157,33840
3276,240,157,36120
3277,120,157,37440
3278,60,157,39660
3279,240,157,42180
3280,300,157,42660
3281,360,157,43380
3282,360,157,44580
3283,180,157,50160
3284,240,157,51360
3285,240,157,51840
3286,240,157,52500
3287,180,157,53160
3288,180,157,53880
3289,60,157,54120
3290,240,157,67620
3291,360,157,68340
3292,60,157,71220
3293,60,157,71940
3294,60,157,75360
3295,300,157,76620
3296,3540,157,77100
3297,7020,157,77760
3298,7020,157,78480
3299,480,157,80160
3300,3720,157,80640
3301,4380,157,81360
3302,360,157,83880
3303,360,157,84360
3304,900,157,85020
3305,780,157,240
3306,60,158,23100
3307,240,158,26220
3308,180,158,26940
3309,240,158,35040
3310,300,158,35460
3311,240,158,36120
3312,180,158,37440
3313,120,158,38220
3314,60,158,38940
3315,60,158,39660
3316,120,158,38580
3317,120,158,39060
3318,60,158,39780
3319,180,158,40980
3320,60,158,41220
3321,60,158,41880
3322,60,158,66180
3323,120,158,69840
3324,60,158,70500
3325,240,158,70980
3326,240,158,71520
3327,300,158,72180
3328,360,158,72960
3329,660,158,73680
3330,60,158,74760
3331,60,158,75240
3332,60,158,75360
3333,60,158,85020
3334,60,158,85740
3335,60,159,28680
3336,60,159,38580
3337,60,159,54120
3338,120,159,64560
3339,60,159,74760
3340,60,159,75240
3341,240,159,75360
3342,60,159,77100
3343,60,159,79200
3344,60,159,82740
3345,120,159,1500
3346,60,159,2160
3347,2760,160,55020
3348,2880,160,55500
3349,3000,160,56100
3350,3240,160,56820
3351,3540,160,57540
3352,60,160,26220
3353,60,160,26940
3354,120,160,35040
3355,180,160,35460
3356,120,160,36120
3357,120,160,42180
3358,60,160,42660
3359,60,160,45420
3360,60,160,46080
3361,1620,160,52980
3362,1560,160,53460
3363,1500,160,54120
3364,2040,160,55500
3365,3480,160,56580
3366,3240,160,57120
3367,3180,160,57780
3368,3180,160,59100
3369,3720,160,60180
3370,3600,160,60600
3371,3540,160,61320
3372,3660,160,62100
3373,3660,160,62820
3374,3960,160,62040
3375,3960,160,62520
3376,3900,160,63180
3377,3900,160,63840
3378,3960,160,64560
3379,900,160,67140
3380,780,160,67620
3381,780,160,68280
3382,780,160,69000
3383,720,160,69780
3384,420,160,69420
3385,480,160,69840
3386,540,160,70500
3387,420,160,71220
3388,420,160,71940
3389,60,160,77280
3390,420,160,75360
3391,660,160,76620
3392,780,160,77100
3393,720,160,77760
3394,720,160,78480
3395,720,160,79200
3396,180,160,79320
3397,120,160,80040
3398,180,160,80760
3399,300,161,64560
3400,300,161,65220
3401,300,161,65940
3402,240,161,48900
3403,180,161,49620
3404,240,161,50340
3405,240,161,53820
3406,480,161,55020
3407,660,161,55500
3408,1080,161,56100
3409,1260,161,56820
3410,1740,161,57540
3411,60,161,26220
3412,60,161,26940
3413,1320,161,37500
3414,1380,161,38220
3415,1320,161,38940
3416,1260,161,39660
3417,600,161,38580
3418,600,161,39060
3419,1200,161,39780
3420,1380,161,40980
3421,300,161,50580
3422,360,161,51840
3423,360,161,52500
3424,360,161,53160
3425,480,161,53880
3426,120,161,57780
3427,420,161,59100
3428,60,161,57240
3429,180,161,59700
3430,60,161,60420
3431,120,161,61140
3432,60,161,60600
3433,240,161,61320
3434,60,161,62100
3435,60,161,62820
3436,360,161,63180
3437,300,161,63840
3438,360,161,64560
3439,360,161,66840
3440,300,161,67620
3441,600,161,68340
3442,420,161,68280
3443,360,161,69000
3444,240,161,69780
3445,720,161,70500
3446,660,161,71220
3447,660,161,71940
3448,120,161,72180
3449,180,161,74220
3450,120,161,74880
3451,120,161,75600
3452,120,161,74760
3453,120,161,75240
3454,600,161,75900
3455,540,161,76560
3456,540,161,77280
3457,420,161,77760
3458,300,161,78480
3459,300,161,79200
3460,180,161,79320
3461,120,161,80040
3462,60,161,80760
3463,60,161,78960
3464,240,161,81360
3465,60,161,82200
3466,60,162,35760
3467,120,162,82560
3468,60,162,84240
3469,4920,162,64560
3470,5100,162,65040
3471,5220,162,65700
3472,5220,162,66420
3473,5160,162,67140
3474,60,162,51900
3475,660,162,53040
3476,660,162,53520
3477,540,162,54180
3478,480,162,55380
3479,240,162,60660
3480,240,162,61320
3481,240,162,61980
3482,180,162,62700
3483,60,162,960
3484,480,162,1500
3485,420,162,2160
3486,360,162,2880
3487,360,162,3600
3488,240,163,48720
3489,120,163,49440
3490,60,163,50160
3491,120,163,64560
3492,60,163,72600
3493,240,163,73320
3494,120,164,27780
3495,120,164,28320
3496,420,164,28980
3497,120,164,29880
3498,60,164,30600
3499,60,164,36060
3500,60,164,37440
3501,60,164,41880
3502,60,164,54120
3503,60,164,68280
3504,60,164,69000
3505,120,164,69840
3506,240,164,70500
3507,180,164,71220
3508,180,164,71940
3509,60,164,73500
3510,180,164,74220
3511,120,164,74880
3512,120,164,75600
3513,120,164,74760
3514,120,164,75240
3515,60,164,75900
3516,120,164,82200
3517,60,164,82980
3518,60,164,84360
3519,60,164,960
3520,60,165,31320
3521,120,165,35460
3522,240,165,36120
3523,180,165,37440
3524,60,165,39660
3525,1380,165,38580
3526,1500,165,39000
3527,1860,165,39720
3528,2040,165,40920
3529,120,165,41880
3530,60,165,43320
3531,240,165,74760
3532,240,165,75240
3533,180,165,75900
3534,120,165,76560
3535,120,165,77280
3536,480,165,78180
3537,480,165,78660
3538,420,165,79320
3539,300,165,80040
3540,300,165,80760
3541,60,165,960
3542,120,166,46560
3543,480,166,56100
3544,540,166,56820
3545,540,166,57540
3546,540,166,26220
3547,660,166,26940
3548,60,166,24720
3549,60,166,27300
3550,780,166,27960
3551,900,166,28680
3552,60,166,27780
3553,240,166,28980
3554,180,166,40920
3555,60,166,50160
3556,60,166,67620
3557,60,166,68280
3558,420,166,74760
3559,420,166,75240
3560,360,166,75900
3561,360,166,76560
3562,360,166,77280
3563,60,166,75360
3564,60,166,3900
3565,600,167,55020
3566,600,167,55500
3567,600,167,56100
3568,540,167,56820
3569,540,167,57540
3570,120,167,31320
3571,60,167,31860
3572,60,167,36060
3573,180,167,37440
3574,60,167,38940
3575,60,167,39660
3576,60,167,40920
3577,60,167,41220
3578,60,167,42600
3579,180,167,45420
3580,120,167,46080
3581,60,167,46800
3582,2040,167,69000
3583,2100,167,69780
3584,780,167,71220
3585,780,167,71940
3586,300,167,74760
3587,360,167,75240
3588,300,167,75900
3589,240,167,76560
3590,240,167,77280
3591,60,167,78960
3592,720,168,63900
3593,720,168,64560
3594,2220,168,65220
3595,2220,168,65940
3596,180,168,46560
3597,240,168,53820
3598,600,168,55020
3599,600,168,55500
3600,720,168,56100
3601,1200,168,56820
3602,1200,168,57540
3603,120,168,29880
3604,120,168,30600
3605,120,168,32280
3606,240,168,35040
3607,240,168,35460
3608,180,168,36120
3609,120,168,37440
3610,240,168,35940
3611,60,168,37080
3612,120,168,37500
3613,600,168,38580
3614,660,168,39000
3615,480,168,39720
3616,420,168,40920
3617,240,168,39600
3618,240,168,40740
3619,180,168,41220
3620,120,168,41880
3621,60,168,42180
3622,60,168,42660
3623,60,168,42960
3624,120,168,50160
3625,60,168,51360
3626,120,168,51840
3627,660,168,53160
3628,660,168,53880
3629,180,168,54120
3630,900,168,55500
3631,600,168,59100
3632,720,168,57240
3633,1080,168,58620
3634,1140,168,59040
3635,1200,168,59700
3636,1860,168,60420
3637,1920,168,61140
3638,480,168,60180
3639,540,168,60600
3640,540,168,61320
3641,2520,168,62100
3642,2520,168,62820
3643,120,168,62040
3644,120,168,62520
3645,120,168,63180
3646,2340,168,63840
3647,2340,168,64560
3648,1320,168,66180
3649,1200,168,66840
3650,2640,168,67620
3651,2580,168,68340
3652,120,168,69420
3653,180,168,69840
3654,240,168,70500
3655,900,168,71220
3656,900,168,71940
3657,300,168,70980
3658,240,168,71520
3659,180,168,72180
3660,900,168,72960
3661,900,168,73680
3662,300,168,72960
3663,300,168,73500
3664,300,168,74220
3665,2100,168,74880
3666,2160,168,75600
3667,1620,168,76560
3668,1680,168,77280
3669,300,168,75360
3670,60,168,76620
3671,60,168,77100
3672,120,168,77760
3673,960,168,78480
3674,900,168,79200
3675,780,168,78960
3676,600,168,80160
3677,660,168,80640
3678,660,168,81360
3679,1260,168,82200
3680,1200,168,82980
3681,180,168,960
3682,120,168,1500
3683,60,168,2160
3684,60,169,28560
3685,300,169,50160
3686,60,169,51360
3687,360,169,68160
3688,300,169,69360
3689,240,169,69840
3690,180,169,70500
3691,120,169,78960
3692,180,169,82560
3693,480,169,83760
3694,540,169,84240
3695,540,169,84900
3696,480,169,48120
3697,120,169,53040
3698,60,169,53520
3699,120,169,60660
3700,60,169,61320
3701,60,169,61980
3702,60,169,62700
3703,60,169,66120
3704,60,169,68520
3705,60,169,69720
3706,60,170,44460
3707,60,170,49500
3708,120,170,50160
3709,60,170,62460
3710,60,170,69720
3711,60,170,69240
3712,120,170,69660
3713,60,170,71460
3714,60,170,72120
3715,120,170,72780
3716,180,170,73440
3717,60,170,72840
3718,120,170,73260
3719,60,170,76440
3720,120,170,76860
3721,60,170,80460
3722,60,171,35460
3723,60,171,36120
3724,120,171,37440
3725,120,171,39600
3726,540,171,40740
3727,480,171,41220
3728,600,171,41880
3729,900,171,42600
3730,900,171,43320
3731,120,171,44580
3732,120,171,42960
3733,60,171,56580
3734,120,171,61140
3735,240,171,66180
3736,300,171,66840
3737,180,171,67620
3738,300,171,68340
3739,60,171,67140
3740,180,171,67620
3741,180,171,68280
3742,240,171,69000
3743,180,171,69780
3744,120,171,70500
3745,180,171,71220
3746,120,171,71940
3747,120,171,70980
3748,60,171,71520
3749,60,171,72960
3750,60,171,73680
3751,600,171,72960
3752,480,171,73500
3753,360,171,74220
3754,480,171,74880
3755,480,171,75600
3756,360,171,74760
3757,360,171,75240
3758,300,171,75900
3759,240,171,76560
3760,240,171,77280
3761,960,171,75360
3762,900,171,76620
3763,900,171,77100
3764,780,171,77760
3765,720,171,78480
3766,780,171,79200
3767,120,171,78180
3768,120,171,78660
3769,60,171,79320
3770,660,171,78960
3771,540,171,80160
3772,480,171,80640
3773,360,171,81360
3774,120,171,82200
3775,60,171,82980
3776,840,171,82740
3777,780,171,83880
3778,840,171,84360
3779,840,171,85020
3780,720,171,240
3781,180,171,960
3782,120,171,1500
3783,60,171,2160
3784,240,172,34560
3785,120,172,35280
3786,240,172,36000
3787,240,172,37920
3788,120,172,38640
3789,120,172,39360
3790,300,172,41760
3791,120,172,42480
3792,120,172,43200
3793,300,172,45360
3794,180,172,46080
3795,180,172,46800
3796,240,172,49680
3797,180,172,50400
3798,180,172,51120
3799,300,172,52560
3800,180,172,53280
3801,120,172,54000
3802,300,172,56220
3803,300,172,56880
3804,300,172,57600
3805,1740,172,57960
3806,2040,172,59160
3807,1980,172,59640
3808,2280,172,60300
3809,2160,172,61020
3810,2160,172,61740
3811,720,172,63360
3812,600,172,64080
3813,600,172,64800
3814,60,173,50160
3815,60,173,51360
3816,60,173,51840
3817,60,173,52500
3818,420,173,53820
3819,480,173,55020
3820,540,173,55500
3821,780,173,56100
3822,780,173,56820
3823,780,173,57540
3824,480,173,72180
3825,420,173,72960
3826,420,173,73680
3827,120,173,75360
3828,60,173,78960
3829,60,173,81360
3830,180,173,30240
3831,120,173,30780
3832,60,173,31500
3833,480,173,32580
3834,420,173,33240
3835,420,173,33900
3836,120,173,32280
3837,60,173,32880
3838,240,173,34680
3839,120,173,35400
3840,180,173,36060
3841,660,173,35940
3842,900,173,37080
3843,960,173,37500
3844,1200,173,38220
3845,1140,173,38940
3846,1140,173,39660
3847,120,173,38580
3848,120,173,39000
3849,360,173,39720
3850,420,173,40920
3851,360,173,41880
3852,360,173,42600
3853,300,173,43320
3854,120,173,42180
3855,120,173,42660
3856,600,173,43380
3857,600,173,44580
3858,180,173,45420
3859,180,173,46080
3860,180,173,46800
3861,120,173,47760
3862,120,173,48240
3863,60,173,48900
3864,120,173,69000
3865,60,173,69780
3866,60,173,74760
3867,60,173,75240
3868,180,174,32220
3869,420,174,35640
3870,240,174,36780
3871,180,174,37260
3872,60,174,37920
3873,420,174,38640
3874,420,174,39360
3875,240,174,59160
3876,180,174,59640
3877,120,174,60300
3878,120,175,54120
3879,300,175,53820
3880,180,175,55020
3881,180,175,55500
3882,180,175,56100
3883,60,175,56820
3884,60,175,57540
3885,300,175,60420
3886,300,175,61140
3887,60,175,60600
3888,120,175,70980
3889,60,175,71520
3890,60,175,74760
3891,60,175,75240
3892,60,175,75900
3893,180,175,75360
3894,60,175,78480
3895,60,175,79200
3896,120,175,50580
3897,360,175,51120
3898,420,175,51840
3899,60,175,78180
3900,60,175,31980
3901,120,175,32580
3902,180,175,33240
3903,120,176,30840
3904,300,176,32220
3905,540,176,33360
3906,480,176,33900
3907,360,176,34560
3908,300,176,35280
3909,240,176,36000
3910,240,176,53940
3911,360,176,55080
3912,360,176,55560
3913,300,176,56220
3914,240,176,56880
3915,240,176,57600
3916,120,177,41640
3917,120,177,42300
3918,60,177,43020
3919,60,177,31440
3920,60,177,33600
3921,60,177,34980
3922,60,177,35700
3923,180,177,52320
3924,120,177,53040
3925,120,177,53760
3926,120,177,55260
3927,60,177,55920
3928,120,177,68880
3929,120,177,69600
3930,60,177,72600
3931,60,177,73320
3932,660,177,79980
3933,660,177,80460
3934,600,177,81120
3935,540,177,81840
3936,540,177,82560
3937,120,178,50340
3938,120,178,53820
3939,60,178,55500
3940,60,178,56100
3941,60,178,24300
3942,60,178,40920
3943,120,178,41880
3944,60,178,42600
3945,60,178,54120
3946,120,178,56580
3947,120,178,59100
3948,60,178,71220
3949,120,178,71940
3950,300,178,70980
3951,240,178,71520
3952,120,178,72180
3953,120,178,75360
3954,120,178,78180
3955,120,178,78660
3956,60,178,79320
3957,60,179,56100
3958,60,179,56820
3959,60,179,57540
3960,120,179,24300
3961,60,179,24780
3962,120,179,27780
3963,60,179,28320
3964,180,179,38580
3965,180,179,39000
3966,180,179,39720
3967,180,179,40920
3968,300,179,45780
3969,240,179,46260
3970,480,179,46920
3971,240,179,48300
3972,60,179,51840
3973,180,179,53160
3974,120,179,53880
3975,120,179,53460
3976,240,179,54120
3977,120,179,68280
3978,120,179,69000
3979,60,179,69780
3980,120,179,69840
3981,60,179,70500
3982,180,179,71220
3983,240,179,71940
3984,60,179,74760
3985,60,179,75240
3986,180,179,1500
3987,120,179,2160
3988,60,180,27780
3989,180,180,37440
3990,2760,180,40920
3991,120,180,41880
3992,720,180,42600
3993,720,180,43320
3994,120,180,49440
3995,120,180,49920
3996,120,180,50160
3997,240,180,51360
3998,180,180,51840
3999,120,180,52500
4000,60,180,53160
4001,60,180,53880
4002,60,180,68280
4003,60,180,69000
4004,60,180,74760
4005,60,180,75240
4006,180,180,75360
4007,300,180,76620
4008,240,180,77100
4009,240,180,77760
4010,180,180,78480
4011,180,180,79200
4012,120,180,78960
4013,60,180,80640
4014,60,180,82200
4015,120,180,82980
4016,180,180,960
4017,120,180,1500
4018,180,180,2160
4019,120,181,25320
4020,60,181,29880
4021,60,181,32520
4022,300,181,33840
4023,60,181,40920
4024,180,181,42960
4025,120,181,44160
4026,120,181,45420
4027,60,181,46080
4028,60,181,50160
4029,60,181,69000
4030,180,181,70980
4031,120,181,71520
4032,60,181,72180
4033,180,181,78960
4034,60,181,80160
4035,60,181,80640
4036,120,181,81360
4037,60,181,85020
4038,60,182,7140
4039,240,182,8340
4040,300,182,8820
4041,300,182,9420
4042,240,182,10140
4043,240,182,10860
4044,60,182,3000
4045,60,182,3720
4046,120,182,1500
4047,60,182,12240
4048,120,182,12900
4049,120,182,14220
4050,120,182,17700
4051,2820,182,34020
4052,2400,182,35400
4053,2520,182,35820
4054,2460,182,36480
4055,2400,182,37200
4056,2340,182,37920
4057,1080,182,36960
4058,1200,182,37380
4059,1140,182,38100
4060,1320,182,38880
4061,1380,182,39600
4062,540,182,38820
4063,540,182,39300
4064,480,182,39960
4065,420,182,40620
4066,420,182,41340
4067,60,182,48300
4068,60,182,48960
4069,240,182,60660
4070,240,182,61140
4071,180,182,61800
4072,120,182,62520
4073,60,183,35400
4074,60,183,37080
4075,60,183,37740
4076,60,183,38460
4077,120,183,39180
4078,120,183,80280
4079,120,183,80940
4080,120,183,81660
4081,240,183,82380
4082,60,184,62100
4083,60,184,62760
4084,60,184,64200
4085,60,184,84420
4086,120,185,35760
4087,60,185,37080
4088,60,185,41820
4089,120,185,42300
4090,540,185,43020
4091,600,185,44220
4092,240,185,42600
4093,60,185,43800
4094,60,185,49800
4095,60,185,53760
4096,60,185,58740
4097,60,185,68640
4098,60,185,72600
4099,60,185,73320
4100,60,186,26580
4101,60,186,37080
4102,360,186,40560
4103,120,186,43020
4104,240,186,44220
4105,60,186,45720
4106,120,186,46440
4107,60,186,53100
4108,180,186,53760
4109,60,186,61740
4110,60,186,62460
4111,60,186,76200
4112,60,186,76920
4113,120,187,53460
4114,240,187,22740
4115,120,187,23940
4116,120,187,24420
4117,120,187,25080
4118,180,187,25860
4119,180,187,26580
4120,180,187,24360
4121,60,187,24960
4122,240,187,30240
4123,60,187,30960
4124,120,187,38580
4125,60,187,39300
4126,840,187,56220
4127,780,187,56760
4128,660,187,57420
4129,540,187,58740
4130,60,187,69060
4131,120,187,69480
4132,60,187,70140
4133,420,187,75000
4134,120,187,76260
4135,120,187,76740
4136,60,187,77400
4137,60,188,48540
4138,60,188,49980
4139,60,188,55140
4140,120,188,37080
4141,60,188,42600
4142,60,188,45060
4143,60,188,45720
4144,60,188,46440
4145,60,188,49800
4146,180,188,53100
4147,180,188,53760
4148,780,188,55140
4149,360,188,60780
4150,120,188,62820
4151,180,188,63480
4152,180,188,64200
4153,300,188,70140
4154,360,188,70860
4155,360,188,71580
4156,60,188,78840
4157,120,188,79800
4158,120,188,80280
4159,60,188,81000
4160,60,189,63540
4161,60,189,64200
4162,60,189,27420
4163,60,189,37080
4164,60,189,39300
4165,120,189,44220
4166,60,189,45060
4167,60,189,45720
4168,120,189,46440
4169,120,189,49800
4170,60,189,51000
4171,60,189,60960
4172,300,189,69420
4173,600,189,70620
4174,480,189,71160
4175,420,189,71820
4176,300,189,72600
4177,300,189,73320
4178,660,189,72600
4179,720,189,73140
4180,540,189,73860
4181,480,189,74520
4182,480,189,75240
4183,60,189,75540
4184,60,189,76200
4185,120,189,76920
4186,240,189,75000
4187,180,190,24600
4188,60,190,25800
4189,240,190,37740
4190,120,190,38460
4191,120,190,39180
4192,120,190,48540
4193,60,190,64200
4194,120,190,78600
4195,60,190,82200
4196,300,190,84540
4197,240,190,85260
4198,240,190,61320
4199,240,190,61980
4200,300,190,62700
4201,180,190,75720
4202,120,190,76920
